titles,category
 이스라엘 하마스 충돌은 다극화 체제 전환의 상징  팍스 아메리카나의 종말,World
암초 만난 중국의  중동 피스메이커  구상    미국 이스라엘  실망이다 ,World
 성장률  바닥은 찍은 듯한데 여전히 부동산이 족쇄,World
       조 친러 친미국가로  블록화에 세계       증발 우려 ,World
케네디 주니어 대선 무소속 출마  바이든 트럼프 모두 망칠 것 ,World
 최악 정보참사  논란 속   이스라엘 뒤늦게 정보 공유 확대,World
이스라엘 러  예비군 소집령에  완전 딴판 ,World
예비군 교육에 등장할 유엔사    그 의미는   역사로 보는 오늘의 이슈 ,World
이스라엘  침입한 하마스 병력 정리   시신     구 확인,World
 미모의  교사  율동 하나로   년치 월급 다 벌었습니다 ,World
 중동전쟁으로 확전   이란 헤즈볼라가 최대 변수로  이 팔 전쟁 ,World
 역외채무 못 갚아  비구이위안 디폴트 가나,World
대통령 취임 후   번째 생일 푸틴  지지율    ,World
무소속 출마 선언한 케네디   대선 판도 흔들까,World
수개월 간 하마스 공격 암시한 이란 서안지구로  확전  노린다,World
대규모 동원령에 인력난 우려 커진 이스라엘  테크 허브 위상 흔들 ,World
투자자들   중동 위기 에 일단 차분 변수는  이란 확전  이 팔 전쟁 ,World
네타냐후  하마스는     피의 보복 예고 헤즈볼라 참전 최대변수,World
인간방패 현실로 하마스  이스라엘 인질 중 최소  명 살해,World
 증시  이 팔 전쟁에도 상승 마감 닛케이지수       ,World
이스라엘 내 한국 국민    명 오늘 귀국행  피해 접수 없어,World
     개발원조 즉시 중단   인도주의적 지원은 계속  혼선   이 팔 갈등 놓고    내 이견 노출,World
글로벌 광산업계  구리 공급 부족  탈탄소 전환 발목 ,World
 이스라엘 돕겠다     항모 급파 이어 추가 무기도 지원 이 팔 전쟁 ,World
 페소는 쓰레기  아르헨  극우  대선후보 발언에 페소화 가치 급락,World
 중동 위기에 리더십 필요     해임 불명예  매카시 전 하원의장   재등판  저울질,World
가자지구 이집트 국경 폐쇄 가자지구 전면 봉쇄령 여파,World
 영상  생방송 중 미사일  펑  이스라엘 접경 일촉즉발,World
이스라엘 지상군 투입 임박했다 네타냐후  협상 여지 없어  상보 ,World
     안에 들면  인생역전    인터넷방송인  억    만명 돌파,World
팔레스타인  공격받으면 다국적 인질 처형  중대 변수 전망,World
에르도안   두 국가 해법  지지  팔 독립 주권 인정해야  이 팔 전쟁 ,World
 올댓차이나  비구이위안  옵쇼어채 상환 이행 못할 수 있다 ,World
사실상 디폴트 선언한 비구이위안  채무 의무 이행 못해 ,World
 영상  파리 빈대 런던으로 거처 옮겼나  런던 지하철에서도  슬금슬금 ,World
일본  토마호크 이어 자국산 장사정 미사일도 조기 배치 검토,World
    이번 주 블리자드 인수 마무리할 듯  인수 발표   개월만,World
하마스 고위급  이스라엘군 종이호랑이 ,World
 이미 목표 달성     축제 분위기  감지된 하마스    녹취록 ,World
이스라엘  가자지구 침공 임박   피의 지상전  일촉즉발   지금이뉴스 ,World
최악의 이스라엘 하마스 갈등에 중재자가 없다 유엔은 유명무실,World
비리로 만연한   의료계 지방도시서만     여 명 처벌,World
네타냐후  가자지구 지상전 개시  선택의 여지 없어 ,World
네타냐후  가자 진입 불가피  밝히자  바이든은 만류하지 않았다,World
 더뉴스  이스라엘 하마스 무력 충돌    가자 봉쇄      폭격 시 인질 처형 ,World
    디리스킹 시작하나 스페인    통신망 사업서  화웨이 배제,World
 아이언돔  뚫었다 이스라엘 허 찌른 하마스 병력 무기 규모는 딥포커스 ,World
석유파동 다시 오나 전문가  전쟁과 경제 상황      년대와 유사 ,World
이스라엘 출발 대한항공      편 내일 새벽 도착 우리 국민 귀국조치 시작,World
지정학 위기에 역대급 성황     등  방산기술 놀랍다 ,World
이스라엘군  가자지구 전면 침공 임박 하마스 지도자   휴전 논의 열려있어 ,World
국제사회 온도차 서구  테러 규탄     중 러 아랍  양측 자제 ,World
미  지상군 투입 계획 없다  확전 자제  안간힘  바이든 정부,World
성사 가능성 높아진 미중 정상회담 시진핑  투키디데스 함정 필연적이지 않아 ,World
 중동의 화약고      만명 거주하는 가자지구  어떤 곳 ,World
  비구이위안  디폴트 가능성까지 언급  모든 역외채무 못 갚을 전망 ,World
 자막뉴스   용납할 수 없다      의 심상치 않은 움직임,World
 민박 열풍  민박관리인 인기직업 떠올라,World
해외거주 이스라엘 청년들  참전 위해 속속 고국행,World
화웨이가 테슬라랑 정면승부  스마트폰 만드는 줄 알았더니 전기차도 승승장구,World
이스라엘 총리  팔레스타인 가자지구 내 지상 전면전 불가피 ,World
 포착  러 최신예 전차        대전차미사일 한방에  화르르 ,World
    회원국간 입장차에 원조 중단 결정 선회   인도적 지원은 지속 ,World
아프가니스탄 지진 사망자     명  곧     명 넘겨,World
 이란에 경고  항모전단 불렀다 미 이스라엘 군부 대책회의  이 팔 전쟁 ,World
 백악관  이스라엘에 지상군 파병 의향 없어 ,World
이스라엘 하마스 충돌에 유가 오름세 경제 타격 우려,World
케네디 주니어  대선 무소속 출마  바이든도  트럼프도  움찔 ,World
난감한 사우디 팔레스타인 지지도  이스라엘 지지도 쉽지않아,World
팔레스타인에 개발원조 중단 움직임 가자 주민 인도적 재난 우려,World
하마스  사전경고 없이 공격시 이스라엘 인질 처형 ,World
 세계 경찰  억지력 더는 안통해 전쟁만  차례  바이든 외교 시험대,World
 네타냐후  가자 진입 불가피  입장  바이든  말리지 않아 ,World
이스라엘 방위군  가자지구 전면 침공 임박 네타냐후  협상 여지 없어 ,World
베이징현대  중국 충칭 공장 매각가     인하,World
컨트리 가든  해외채권 갚을 수 없는 상태  사실상 디폴트 상보 ,World
미얀마 남부 홍수로  만 천여명 대피 강우량   년만에 최대,World
이스라엘과 가까워지던 빈살만  우리는 팔레스타인 지지 ,World
  역대급 취업난 속  억 천만명  라방      월소득    만원 ,World
사우디 이란 손잡게 한    이스라엘 하마스 충돌에서는 ,World
     명입니다  노벨상 수상자도 아는 한국 저출생 문제,World
 상무장관  방중  상원의원들에  경제 제재 해제  요청,World
 원인불명 쓰나미 에 긴장감 커지는    전국곳곳서 약진에  해저 화산  분화 가능성 제기,World
이스라엘 총리  바이든 대통령에  협상 불가  가자지구 진입 불가피 ,World
 올댓차이나  홍콩 증시    금융긴축 후퇴에 상승 출발  주       ,World
밀레이  페소화는 쓰레기  발언에  아르헨 외환시장 패닉,World
존   케네디 조카  미 대선판 변수로,World
 하마스 가짜평화 에 허 찔린 이스라엘  한국에 반면교사,World
미국 국제영향력 약화   다극체제 새 질서로 전환 가속 ,World
       올해 금리 동결하고 내년 중반부턴 인하할 것 ,World
중국군    필리핀 남중국해 연합훈련에  맞불 대응 ,World
네타냐후  하마스는     문명과 야만의 대결 주장,World
한국 경제  고유가 유탄 맞나  인플레 수출 리스크 더 커졌다,World
 힘으로 제압    이스라엘  지상군 투입 임박,World
 종업원만    명 베트남서  남성 대상 성매매  매출 수억 ,World
케냐 경찰 아이티 투입 제동 걸리나   법원  한시적 파견금지 명령,World
이스라엘  물 전기 다 끊겠다  가자지구에 갇힌    만명,World
러시아 푸틴도 중재 노력 가세  이라크 총리와 회담 ,World
이스라엘에 항모 전단 보낸    지상군 투입 없다 ,World
애플 고삐 죄기   매체  애플 앱스토어서 음란 도박 앱 발견 ,World
이스라엘 공습 지속 유엔  가자지구 난민   만명 육박  이 팔 전쟁 ,World
푸틴도 이 팔 전쟁 중재 나서  이라크 총리와 회동 ,World
 이 팔 전쟁  중동 정세 혼돈 속   노림수는    대안세력  입지 다지나,World
세계 항공사들  이스라엘행 항공편 속속 중단,World
글로벌   지도가 급변한다,World
돈 못 버는 중국인  국경절 황금연휴에  인당   만원도 안 썼다,World
네타냐후  바이든에  협상불가  가자 진입 불가피 ,World
미영프 등    정상  하마스 테러 규탄 이스라엘 자기방어권 지지 ,World
미국      원유 유럽 수출 급증    에너지 안보 가치 증대 ,World
  태양광 생산력  미국의   배,World
 올댓차이나   월   외환보유  조    억     억    달러 상승 영향 ,World
 세계 최대 감옥  가자지구 완전 포위   지상전 임박,World
 개국 정상  하마스 테러 규탄    바이든표 중동전략 위기,World
 영상  패러글라이더 불도저에  속수무책  이스라엘 안보 방심 민낯,World
이스라엘 후방 지원 나선    무기 공급 빠르게 늘리는 중  이 팔 전쟁 ,World
이스라엘 셰켈    년 만에 최저  외환 보유고    억달러 매각 ,World
이유는 원유  일본  이스라엘 하마스 충돌에   과  다른 목소리 ,World
중동 사태에 연일   때리는    미국이 세계 평화의 적 ,World
이스라엘 가자 사망자     명 육박  인질    명 끌려가 ,World
 자막뉴스   차 중동전쟁 서막   슈퍼 핵항모  보낸  ,World
 아이언돔 뚫은 하마스  수개월 전부터 치밀하게 준비 ,World
    팔레스타인 지원 두고 분열 집행위  인도적 지원은 계속 ,World
젤렌스키  우크라 국토방위군 사령관   개월 만에 교체,World
대지진 전조  일본서  원인 불명  쓰나미 잇달아,World
 국채금리 뛰자  기준금리 인상 신중론 꺼낸 연준,World
케네디  무소속  선회에 트럼프 측  가짜 보수에 속아선 안 돼  견제,World
 모든 폭력은 이스라엘 책임  하버드 학생들 성명 발표에  발칵 ,World
빈 살만  사우디는 팔레스타인 국민 편  하마스는 언급 안해,World
     콜레스테롤 수치 높아도 치매 위험 ,World
이스라엘과  화해모드  보이던 사우디 빈 살만  팔레스타인 국민 편에 설 것 ,World
   미국채 팔고 금 모으고 있지만  탈달러 대안이 없다 ,World
하마스  이스라엘 공격 땐 인질  명씩 처형  양측 사망자     명 종합 ,World
태국    년 만에 지구관측 인공위성  호 발사 성공,World
 지구촌 날씨  인도 북동부  홍수로   명 사망,World
 속보  빈 살만 사우디 왕세자  팔레스타인 편에서 갈등 멈추기 위해 노력 ,World
 지구촌 돋보기  인간  염색체 완전 해독 의미는 ,World
아라온호  북극해 기후변화  시한폭탄  구멍 확인,World
 업무 육아에 쫓겨서  일본도 똑같네   대     는 주 회도 운동 못해,World
유엔 특별보고관  홍콩 민주진영 대규모 재판 현상금에 우려 ,World
중동 사실상 전면전에도 세계 금융시장 충격 제한적 왜 ,World
이스라엘 주재 다국적기업도 영업중단 사태추이 촉각,World
이란 개입해 확전  이란과 하마스는 어떻게 얽혀있나,World
세계 전기차 절반  중국서 팔렸다    판매  위는 테슬라 제친   비야디,World
 벌써 수송기 이륙     이스라엘엔 아낌없는 무기 지원 이 팔 전쟁 ,World
  자동차 파업에  맥 트럭      명 동참  합의 불발되나,World
   이스라엘 돕기 에 우크라이나는 뒷전으로 밀리나  이 팔 전쟁 ,World
